2022-06-28 00:08:17 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 15:53:31 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=51755,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 15:53:31 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=51755,localport=5400]
2022-06-28 15:53:31 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=51755,localport=5400]
2022-06-28 15:53:39 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 15:53:39 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 15:56:25 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 15:56:25 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 15:56:27 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=51779,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 15:56:27 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=51779,localport=5400]
2022-06-28 15:56:27 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=51779,localport=5400]
2022-06-28 15:57:35 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 15:57:35 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 15:57:37 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=51790,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 15:57:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=51790,localport=5400]
2022-06-28 15:57:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=51790,localport=5400]
2022-06-28 16:01:49 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:01:49 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:01:56 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:01:56 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:03:43 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:03:43 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:03:45 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=51851,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:03:45 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=51851,localport=5400]
2022-06-28 16:03:45 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=51851,localport=5400]
2022-06-28 16:04:02 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:04:02 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:12:41 [Thread-4] ERROR Server.ServerStrategySolveSearchProblem - IOException
java.net.BindException: Address already in use: bind
	at sun.nio.ch.Net.bind0(Native Method) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:555) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:544) ~[?:?]
	at sun.nio.ch.NioSocketImpl.bind(NioSocketImpl.java:640) ~[?:?]
	at java.net.ServerSocket.bind(ServerSocket.java:392) ~[?:?]
	at java.net.ServerSocket.<init>(ServerSocket.java:274) ~[?:?]
	at java.net.ServerSocket.<init>(ServerSocket.java:167) ~[?:?]
	at Server.Server$1.run(Server.java:37) [ATP-Project-PartBMaven.jar:?]
2022-06-28 16:12:41 [Thread-3] ERROR Server.ServerStrategyGenerateMaze - IOException
java.net.BindException: Address already in use: bind
	at sun.nio.ch.Net.bind0(Native Method) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:555) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:544) ~[?:?]
	at sun.nio.ch.NioSocketImpl.bind(NioSocketImpl.java:640) ~[?:?]
	at java.net.ServerSocket.bind(ServerSocket.java:392) ~[?:?]
	at java.net.ServerSocket.<init>(ServerSocket.java:274) ~[?:?]
	at java.net.ServerSocket.<init>(ServerSocket.java:167) ~[?:?]
	at Server.Server$1.run(Server.java:37) [ATP-Project-PartBMaven.jar:?]
2022-06-28 16:12:44 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:12:44 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:12:53 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:12:53 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:12:55 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=51884,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:12:56 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=51884,localport=5400]
2022-06-28 16:12:56 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=51884,localport=5400]
2022-06-28 16:13:02 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:13:02 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:20:17 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:20:17 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:20:20 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=60932,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:20:20 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=60932,localport=5400]
2022-06-28 16:20:20 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=60932,localport=5400]
2022-06-28 16:20:34 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:20:34 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:20:38 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=60939,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:20:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=60939,localport=5400]
2022-06-28 16:20:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=60939,localport=5400]
2022-06-28 16:20:44 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:20:44 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:23:19 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:23:19 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:23:21 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=60969,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:23:21 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=60969,localport=5400]
2022-06-28 16:23:21 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=60969,localport=5400]
2022-06-28 16:23:45 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:23:45 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:24:59 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:24:59 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:27:02 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:27:02 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:30:28 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:30:28 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:31:42 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:31:42 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:32:05 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:32:05 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:32:08 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=61040,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:32:08 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=61040,localport=5400]
2022-06-28 16:32:08 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=61040,localport=5400]
2022-06-28 16:32:30 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:32:30 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 16:37:36 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 16:37:36 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 16:37:38 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=61068,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 16:37:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=61068,localport=5400]
2022-06-28 16:37:38 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=61068,localport=5400]
2022-06-28 16:38:13 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 16:38:13 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
2022-06-28 18:07:33 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Starting server at port = 5400
2022-06-28 18:07:33 [Thread-4] INFO  Server.ServerStrategySolveSearchProblem - Starting server at port = 5401
2022-06-28 18:07:36 [Thread-3] INFO  Server.ServerStrategyGenerateMaze - Client accepted: Socket[addr=/10.100.102.12,port=61782,localport=5400] to server - IP = LAPTOP-C55OTJ2D/10.100.102.12, Port = 5400
2022-06-28 18:07:36 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Maze with dimensions of [10,10] was generated for client: Socket[addr=/10.100.102.12,port=61782,localport=5400]
2022-06-28 18:07:36 [pool-2-thread-1] INFO  Server.ServerStrategyGenerateMaze - Done handling client: Socket[addr=/10.100.102.12,port=61782,localport=5400]
2022-06-28 18:07:45 [JavaFX Application Thread] INFO  Server.ServerStrategyGenerateMaze - Stopping server...
2022-06-28 18:07:45 [JavaFX Application Thread] INFO  Server.ServerStrategySolveSearchProblem - Stopping server...
